date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour,time_of_day_D,time_of_day_N,predictions,day_or_night
2016-03-24 23:30:00,50,0,22.1,39.5,20.0,41.79,22.0,38.23,20.5,38.82666667,20.2,54.2,6.9,63.12666667,20.32333333,37.9,22.7,44.86333333,19.23,40.09,6.4,755.75,94.5,3.0,50.0,5.6,23,0,1,60.25244846638094,N
2016-03-24 23:40:00,40,0,22.1,39.56,20.0,41.79,22.0,38.29,20.46333333,38.76,20.1,54.145,6.9,63.12666667,20.32333333,37.96666667,22.7,45.12666667,19.26,40.2,6.37,755.7333332999997,95.0,3.0,48.33333333,5.63,23,0,1,60.25954697040896,N
2016-03-24 23:50:00,60,0,22.1,39.59,19.89,41.82666667,22.0,38.29,20.39,38.7,20.1,54.0,6.9,63.66666667,20.39,38.15666667,22.7,45.26,19.26,40.33333333,6.33,755.7166667,95.5,3.0,46.66666667,5.67,23,0,1,62.20906045756317,N
2016-03-25 00:00:00,60,0,22.03333333,39.53,19.89,41.96666667,21.92666667,38.29,20.39,38.7,20.1,53.93333333,6.833333333,64.06,20.39,38.36333333,22.66666667,45.26,19.29,40.53,6.3,755.7,96.0,3.0,45.0,5.7,0,0,1,38.201443741469234,N
2016-03-25 00:10:00,60,0,22.0,39.5,19.79,41.93333333,22.0,38.29,20.39,38.7,20.0,53.66333333,6.8666666670000005,64.46333333,20.39,38.5,22.6,45.2,19.29,40.66333333,6.3,755.6666667000003,96.0,3.0,43.66666667,5.7,0,0,1,41.2446983119828,N
2016-03-25 00:20:00,60,0,22.0,39.5,19.7225,42.0,22.0,38.29,20.39,38.7,20.0,53.53,6.726666667000001,64.73,20.39,38.63333333,22.56666667,45.2,19.29,40.82666667,6.3,755.6333333,96.0,3.0,42.33333333,5.7,0,0,1,41.249907512162736,N
2016-03-25 00:30:00,50,0,22.0,39.5,19.63333333,41.93333333,22.0,38.29,20.39,38.7,19.96333333,53.36333333,6.69,65.35666667,20.39,38.73,22.5,45.4,19.29,41.07,6.3,755.6,96.0,3.0,41.0,5.7,0,0,1,42.531000953492594,N
2016-03-25 00:40:00,50,0,21.92666667,39.5,19.6,42.0,22.0,38.29,20.35666667,38.7,19.96333333,53.23,6.69,65.89666667,20.39,38.73,22.445,45.7,19.29,41.26,6.3,755.5666667,96.0,3.0,39.66666667,5.7,0,0,1,41.255864483436255,N
2016-03-25 00:50:00,40,0,21.89,39.5,19.53333333,42.0,22.0,38.36333333,20.29,38.7,19.89,52.96666667,6.69,66.49666667,20.39,38.59,22.46333333,46.15666667,19.29,41.43333333,6.3,755.5333333,96.0,3.0,38.33333333,5.7,0,0,1,41.99754038286113,N
2016-03-25 01:10:00,30,0,21.85666667,39.46666667,19.42666667,41.93333333,22.1,38.5,20.29,38.7,19.89,52.7,6.69,67.36666667,20.39,38.59,22.39,46.76666667,19.29,41.93333333,6.3,755.45,95.83333333,3.166666667,38.66666667,5.68,1,0,1,45.6262045537141,N
2016-03-25 01:20:00,40,0,21.79,39.4,19.39,41.93333333,22.1,38.5,20.29,38.62666667,19.89,52.62666667,6.69,67.89666667,20.39,38.695,22.39,46.96666667,19.35666667,42.06,6.3,755.4,95.66666667,3.333333333,40.33333333,5.67,1,0,1,43.850007425633066,N
2016-03-25 01:30:00,50,0,21.79,39.4,19.39,42.0,22.1,38.5,20.29,38.59,19.79,52.29,6.69,68.29666667,20.39,38.86333333,22.39,47.26666667,19.35666667,42.32666667,6.3,755.35,95.5,3.5,42.0,5.65,1,0,1,42.43269488306066,N
2016-03-25 01:40:00,60,0,21.79,39.4,19.35666667,42.03,22.13333333,38.59,20.29,38.59,19.79,52.23,6.763333332999999,69.03333333,20.39,39.0,22.39,47.4,19.35666667,42.4,6.3,755.3,95.33333333,3.666666667,43.66666667,5.63,1,0,1,43.243995077576415,N
2016-03-25 02:20:00,50,0,21.7,39.43333333,19.2,42.2,22.2,38.7,20.2,38.5,19.7,51.73,6.6566666670000005,70.22666667,20.39,39.26666667,22.29,47.86333333,19.39,42.7,6.23,755.0333333,95.66666667,4.0,44.33333333,5.6,2,0,1,44.76889611252477,N
2016-03-25 02:30:00,50,0,21.63333333,39.5,19.13333333,42.26,22.29,38.79,20.2,38.5,19.7,51.59,6.59,70.43333333,20.39,39.4,22.29,47.9,19.39,42.79,6.2,754.95,96.0,4.0,43.0,5.6,2,0,1,48.40036667362506,N
2016-03-25 02:50:00,50,0,21.6,39.5,19.1,42.46666667,22.29,38.82666667,20.2,38.5,19.7,51.4,6.59,70.86666667,20.39,39.63333333,22.29,47.96666667,19.39,43.0,6.13,754.7833333,96.66666667,4.0,40.33333333,5.6,2,0,1,46.300324958099054,N
2016-03-25 03:00:00,60,0,21.5,39.5,19.06666667,42.46666667,22.29,38.9,20.2,38.5,19.7,51.3175,6.56,71.03,20.39,39.79,22.29,47.82666667,19.39,43.0,6.1,754.7,97.0,4.0,39.0,5.6,3,0,1,47.97400575553394,N
2016-03-25 03:10:00,60,0,21.5,39.56,19.0,42.46666667,22.29,38.9,20.1,38.56,19.7,51.23,6.56,71.15666667,20.46333333,39.86333333,22.23,47.7,19.5,43.09,6.1,754.6333333,97.0,4.166666667,38.66666667,5.6,3,0,1,48.26748951970916,N
2016-03-25 03:20:00,50,0,21.5,39.53,19.0,42.5,22.29,38.9,20.1,38.56,19.66666667,51.06,6.56,71.36666667,20.46333333,39.86333333,22.23,47.62666667,19.5,43.09,6.1,754.5666667,97.0,4.333333333,38.33333333,5.6,3,0,1,47.5737065191484,N
2016-03-25 03:30:00,60,0,21.5,39.59,18.9175,42.5675,22.29,38.9,20.1,38.59,19.6,51.0,6.5,71.56,20.39,39.79,22.2,47.56,19.5,43.2,6.1,754.5,97.0,4.5,38.0,5.6,3,0,1,48.85362465030869,N
2016-03-25 03:50:00,50,0,21.39,39.5,18.89,42.7,22.29,38.96666667,20.1,38.59,19.6,50.9,6.5,71.9975,20.39,39.79,22.2,47.33333333,19.5,43.36333333,6.1,754.3666667,97.0,4.833333333,37.33333333,5.6,3,0,1,46.86577833204791,N
2016-03-25 04:00:00,50,0,21.39,39.5,18.89,42.76,22.35666667,38.96666667,20.1,38.59,19.6,50.76,6.5,72.15666667,20.39,39.79,22.2,47.12666667,19.46333333,43.4,6.1,754.3,97.0,5.0,37.0,5.6,4,0,1,49.66080978915676,N
2016-03-25 04:10:00,60,0,21.39,39.5,18.85666667,42.76,22.39,38.96666667,20.1,38.59,19.6,50.7,6.5,72.33333333,20.39,39.73,22.2,47.0,19.46333333,43.46666667,6.13,754.2333332999997,96.66666667,5.0,37.33333333,5.6,4,0,1,51.35747207154759,N
2016-03-25 04:20:00,50,0,21.39,39.5,18.79,42.76,22.39,38.96666667,20.06666667,38.56,19.6,50.59,6.5,72.4,20.39,39.7,22.2,47.0,19.39,43.4,6.17,754.1666667000003,96.33333333,5.0,37.66666667,5.6,4,0,1,53.84652374318273,N
2016-03-25 04:30:00,60,0,21.39,39.5,18.76,42.82666667,22.39,39.0,20.0,38.5,19.6,50.53,6.5,72.59,20.39,39.7,22.2,47.06,19.46333333,43.46666667,6.2,754.1,96.0,5.0,38.0,5.6,4,0,1,52.534517855937224,N
2016-03-25 04:40:00,50,0,21.35666667,39.5,18.76,42.9,22.39,39.0,20.0,38.56,19.5,50.46666667,6.5,72.65666667,20.39,39.83333333,22.1,47.0,19.42666667,43.43333333,6.23,754.0333333,95.66666667,5.0,38.33333333,5.6,4,0,1,51.27652608240743,N
2016-03-25 05:10:00,40,0,21.2,39.5,18.7,43.09,22.39,39.0,20.0,38.56,19.5,50.23,6.5,72.8,20.39,40.0,22.1,46.9,19.46333333,43.59,6.27,753.85,95.0,5.166666667,38.83333333,5.57,5,0,1,50.4022592323733,N
2016-03-25 05:40:00,50,0,21.2,39.5,18.6,43.16333333,22.39,39.0,19.92666667,38.59,19.5,50.23,6.5,72.96666667,20.39,40.0,22.06666667,46.66333333,19.46333333,43.7,6.17,753.7,95.0,5.666666667,38.33333333,5.47,5,0,1,51.67557198272431,N
2016-03-25 05:50:00,40,0,21.2,39.59,18.6,43.2,22.39,39.0,19.92666667,38.59,19.5,50.23,6.5,72.96333333,20.39,40.0,22.06666667,46.59,19.39,43.7,6.13,753.65,95.0,5.833333333,38.16666667,5.43,5,0,1,53.82996961333885,N
2016-03-25 06:00:00,40,0,21.2,39.59,18.53333333,43.2,22.39,39.0,19.89,38.59,19.5,50.26,6.5,73.09,20.39,40.19333333,22.1,46.59,19.46333333,43.76,6.1,753.6,95.0,6.0,38.0,5.4,6,0,1,55.14056545544827,N
2016-03-25 06:20:00,30,0,21.1,39.59,18.5,43.29,22.35666667,39.0,19.89,38.59,19.39,50.0,6.433333332999999,73.09,20.39,40.26,22.06666667,46.43,19.5,43.79,6.1,753.4666667,95.66666667,6.0,39.0,5.47,6,0,1,53.12442346953492,N
2016-03-25 06:30:00,60,0,21.1,39.59,18.5,43.4,22.29,39.0,19.89,38.59,19.39,49.96666667,6.4,73.19,20.39,40.26,22.0,46.29,19.5,43.79,6.1,753.4,96.0,6.0,39.5,5.5,6,0,1,49.61198729698316,N
2016-03-25 06:40:00,40,0,21.1,39.59,18.5,43.4,22.29,39.03,19.89,38.59,19.39,49.9,6.425,73.3225,20.39,40.2,22.0,46.26,19.5,43.79,6.1,753.3333332999997,96.33333333,6.0,40.0,5.53,6,0,1,49.67140444792034,N
2016-03-25 06:50:00,60,0,21.1,39.62666667,18.5,43.46666667,22.29,39.09,19.89,38.59,19.39,49.79,6.5,73.5,20.39,40.29,22.0,46.2,19.5,43.8725,6.1,753.2666667000003,96.66666667,6.0,40.5,5.57,6,0,1,49.48954210849695,N
2016-03-25 07:00:00,50,10,21.1,39.7,18.39,43.4,22.29,39.09,19.89,38.59,19.39,49.79,6.5,73.53,20.39,40.49,22.0,46.23,19.5,43.96666667,6.1,753.2,97.0,6.0,41.0,5.6,7,0,1,75.02073874711243,N
2016-03-25 07:10:00,90,0,21.0,39.73,18.39,43.4,22.29,39.09,19.89,38.59,19.39,49.79,6.5,73.59,20.5,41.26,22.0,46.29,19.5,43.96666667,6.15,753.2333332999997,97.0,6.0,42.5,5.65,7,0,1,54.345762843930515,N
2016-03-25 07:20:00,70,10,21.0,40.12333333,18.39,43.62666667,22.29,38.96666667,19.89,38.845,19.39,49.79,6.53,73.62333333,20.42666667,40.86666667,21.96333333,45.76666667,19.5,43.9,6.2,753.2666667000003,97.0,6.0,44.0,5.7,7,0,1,78.78250023141737,N
2016-03-25 07:40:00,70,0,21.03333333,40.62666667,18.39,43.96666667,22.2,38.66333333,19.89,38.93333333,19.39,49.62666667,6.59,73.69,20.32333333,39.8,21.89,44.69333333,19.5,43.7,6.3,753.3333332999997,97.0,6.0,47.0,5.8,7,0,1,59.79271986350608,N
2016-03-25 08:00:00,60,0,21.0,40.62666667,18.39,44.03,22.06666667,38.36333333,19.89,38.9,19.39,49.5,6.69,73.8,20.29,38.93,21.79,43.86,19.42666667,43.36,6.4,753.4,97.0,6.0,50.0,5.9,8,0,1,58.14404300049699,N
2016-03-25 08:10:00,40,0,21.0,40.45,18.39,44.09,22.0,38.29,19.85666667,38.86333333,19.32333333,49.53,6.69,73.8,20.23,38.65666667,21.79,43.52666667,19.5,43.16333333,6.42,753.4333333,97.0,6.0,50.83333333,5.92,8,0,1,52.78460647741673,N
2016-03-25 08:30:00,50,0,21.0,40.29,18.39,44.2,21.89,38.09,19.79,38.7,19.39,49.36333333,6.8,73.8,20.2,38.23,21.7,43.06,19.46333333,42.69333333,6.45,753.5,97.0,6.0,52.5,5.95,8,0,1,47.14501865464791,N
2016-03-25 08:40:00,300,10,21.0,40.43333333,18.39,44.2,21.89,38.09,19.79,38.7,19.32333333,49.29,6.8,73.8,20.2,38.06,21.7,42.93333333,19.39,42.43333333,6.47,753.5333333,97.0,6.0,53.33333333,5.97,8,0,1,71.60128943963457,N
2016-03-25 08:50:00,140,10,21.0,40.5,18.39,44.2,21.79,38.0,19.79,38.7,19.39,49.09,6.8666666670000005,73.86666667,20.2,37.93333333,21.66666667,42.86333333,19.39,42.22333333,6.48,753.5666667,97.0,6.0,54.16666667,5.98,8,0,1,69.74994877113704,N
2016-03-25 09:00:00,490,0,21.0,40.4,18.39,44.06,21.79,38.06,19.79,38.7,19.32333333,49.03,7.0,73.9,20.16666667,37.86333333,21.6,42.73,19.39,42.03,6.5,753.6,97.0,6.0,55.0,6.0,9,1,0,95.71891478594337,D
2016-03-25 09:20:00,370,0,20.89,40.7,18.39,44.09,21.79,38.16333333,19.79,38.7,19.29,48.9,7.09,74.0,20.1,37.7,21.6,42.53,19.46333333,41.86333333,6.67,753.6333333,96.66666667,5.666666667,57.33333333,6.13,9,1,0,98.83964040651075,D
2016-03-25 09:30:00,210,0,20.89,40.7,18.39,44.22333333,21.79,38.2,19.79,38.82666667,19.29,48.82666667,7.115,74.0,20.1,37.62666667,21.6,42.46666667,19.39,41.7,6.75,753.65,96.5,5.5,58.5,6.2,9,1,0,98.49831457317556,D
2016-03-25 09:40:00,60,0,20.89,40.76666667,18.39,44.5,21.79,38.12666667,19.79,38.96666667,19.29,48.76,7.263333332999999,74.06,20.1,37.59,21.53333333,42.4,19.39,41.62666667,6.83,753.6666667000003,96.33333333,5.333333333,59.66666667,6.27,9,1,0,95.45679575548924,D
2016-03-25 09:50:00,70,0,20.89,40.82666667,18.39,44.5,21.79,38.16333333,19.73,39.12666667,19.29,48.62666667,7.53,74.19,20.1,37.53,21.5,42.29,19.39,41.5,6.92,753.6833333,96.16666667,5.166666667,60.83333333,6.33,9,1,0,96.43157351406082,D
2016-03-25 10:00:00,90,0,20.89,40.66333333,18.445,44.4,21.73,38.09,19.79,39.26,19.29,48.5,7.656666667,74.33,20.1,37.5,21.5,42.29,19.39,41.425,7.0,753.7,96.0,5.0,62.0,6.4,10,1,0,93.38112188483696,D
2016-03-25 10:20:00,310,0,21.0,40.5,18.46333333,44.26,21.7,38.2,19.79,39.29,19.29,48.36333333,7.763333332999999,74.3,20.06666667,37.46666667,21.5,42.2,19.39,41.29,7.17,753.8,95.66666667,4.666666667,62.66666667,6.53,10,1,0,91.8638131950985,D
2016-03-25 10:40:00,60,0,21.0,40.43333333,18.5,44.23,21.6,38.16333333,19.7,39.29,19.29,48.2,8.066666667,74.46666667,20.0,37.5,21.42666667,42.12666667,19.39,41.26,7.33,753.9,95.33333333,4.333333333,63.33333333,6.67,10,1,0,87.8067051193827,D
2016-03-25 10:50:00,40,0,21.0,40.5,18.5,44.2,21.66666667,38.16333333,19.7,39.36333333,19.29,48.12666667,8.226666667,74.53,20.0,37.5,21.39,42.09,19.39,41.2,7.42,753.95,95.16666667,4.166666667,63.66666667,6.73,10,1,0,90.53466996361819,D
2016-03-25 11:00:00,250,0,21.0,40.46666667,18.5,44.2,21.6,38.16333333,19.7,39.4,19.26,48.02666667,8.3,74.65666667,20.0,37.5,21.39,42.09,19.39,41.2,7.5,754.0,95.0,4.0,64.0,6.8,11,1,0,89.14827490753778,D
2016-03-25 11:30:00,440,0,21.075,40.87,18.6,44.76666667,21.84,39.25,19.7,39.5,19.29,47.79,9.1,75.12333333,20.0,37.7,21.32333333,42.09,19.39,41.09,8.05,754.15,95.0,4.0,63.5,7.35,11,1,0,91.64664907112304,D
2016-03-25 12:00:00,290,0,21.2,42.86,18.7,46.1,22.76333333,40.62666667,19.7,39.7,19.2,47.73,9.433333333,75.26333333,20.0,37.9,21.29,42.2,19.39,41.12666667,8.6,754.3,95.0,4.0,63.0,7.9,12,1,0,125.90716495961057,D
2016-03-25 12:10:00,240,0,21.29,43.02666667,18.82333333,46.72666667,23.03,40.76,19.7,39.76,19.2,47.79,9.726666667,75.46666667,20.0,37.99833333,21.29,42.345,19.39,41.2,8.6,754.4333333,94.16666667,4.333333333,57.33333333,7.77,12,1,0,124.99384107566273,D
2016-03-25 13:00:00,230,0,21.46333333,42.12666667,19.0,46.06666667,22.96333333,39.36333333,19.7,40.09,19.2,48.03,9.53,68.7,20.0,38.2,21.26,42.46666667,19.39,41.93333333,8.6,755.1,90.0,6.0,29.0,7.1,13,1,0,115.75476042837808,D
2016-03-25 13:10:00,690,10,21.5,41.96666667,19.0,45.845,22.82333333,39.23,19.7,40.09,19.2,48.0,9.463333333,67.7,20.0,38.06,21.2,42.4,19.4725,42.15,8.87,755.2,86.83333333,6.0,30.83333333,6.78,13,1,0,131.74330582656978,D
2016-03-25 13:20:00,570,0,21.5,41.82666667,19.13333333,45.79666667,22.89,39.5,19.7,40.09,19.26,48.06,9.966666667,67.16333333,20.0,37.93333333,21.2,42.29,19.5,42.12666667,9.13,755.3,83.66666667,6.0,32.66666667,6.47,13,1,0,108.5264210241743,D
2016-03-25 13:30:00,330,0,21.5,41.86333333,19.26,45.59,22.96333333,39.7,19.7,40.03,19.26,48.06,10.36,63.89666667,20.0,37.86333333,21.2,42.23,19.5,42.06,9.4,755.4,80.5,6.0,34.5,6.15,13,1,0,111.39777308422391,D
2016-03-25 13:40:00,270,0,21.56666667,41.79,19.32333333,45.56,23.23,39.93333333,19.7,39.95,19.26,48.06,10.29333333,57.59333333,20.06666667,37.73,21.2,42.13333333,19.5,41.93333333,9.67,755.5,77.33333333,6.0,36.33333333,5.83,13,1,0,116.70211091358404,D
2016-03-25 14:00:00,250,0,21.7,41.73,19.53333333,45.26,23.53333333,40.06,19.79,39.7,19.29,48.09,10.86666667,51.9,20.26,37.29,21.32333333,41.72333333,19.5,41.62666667,10.2,755.7,71.0,6.0,40.0,5.2,14,1,0,126.26838368923343,D
2016-03-25 14:10:00,240,0,21.79,41.56,19.6,45.12666667,23.66666667,40.06,19.82333333,39.56,19.29,48.12666667,11.12666667,48.36666667,20.445,36.95,21.4725,41.515,19.53333333,41.56,10.27,755.7666667000003,69.66666667,5.833333333,40.0,4.95,14,1,0,129.09044512587457,D
2016-03-25 14:20:00,190,0,21.79,41.43333333,19.73,44.93,23.73,39.76666667,19.89,39.5,19.29,48.2,11.36666667,46.19333333,20.5,36.63333333,21.5,41.23,19.6,41.43333333,10.33,755.8333332999997,68.33333333,5.666666667,40.0,4.7,14,1,0,128.57510334321654,D
2016-03-25 14:30:00,80,0,21.89,41.33333333,19.79,44.65666667,23.79,39.36,19.89,39.26,19.32333333,48.16333333,11.56666667,45.26666667,20.5,36.36,21.53333333,40.96666667,19.6,41.26,10.4,755.9,67.0,5.5,40.0,4.45,14,1,0,131.90137508694852,D
2016-03-25 14:40:00,650,0,21.9725,41.1175,19.82333333,44.43,23.76,38.99,19.89,39.2,19.39,48.09,11.72666667,45.36333333,20.63333333,36.06,21.6,40.69333333,19.6,41.26,10.47,755.9666667,65.66666667,5.333333333,40.0,4.2,14,1,0,131.5139497654402,D
2016-03-25 15:00:00,370,0,22.1,41.2,20.0,44.06,23.76,39.13333333,20.0,38.93333333,19.32333333,48.0,11.53,40.72666667,20.79,35.49,21.7,41.22333333,19.7,41.76,10.6,756.1,63.0,5.0,40.0,3.7,15,1,0,132.91093979475312,D
2016-03-25 15:40:00,310,0,22.32333333,41.79666667,20.13333333,43.79,24.46333333,39.5,20.1,38.43333333,19.35666667,48.09,11.03333333,38.15666667,21.2,34.36333333,22.16666667,41.36,19.7,42.09,10.2,756.3666667,67.0,5.666666667,40.0,4.3,15,1,0,164.85578385094078,D
2016-03-25 15:50:00,260,0,22.39,41.39,20.2,43.79,24.5,39.33333333,20.1,38.26,19.39,48.09,11.03,41.52666667,21.2,34.15666667,22.29,41.26,19.76,42.06,10.1,756.4333333,68.0,5.833333333,40.0,4.45,15,1,0,159.38391946903363,D
2016-03-25 16:10:00,110,0,22.46333333,41.0,20.26,43.73,24.53333333,38.6,20.1,37.96666667,19.39,48.09,11.19,39.36333333,21.2,33.82666667,22.42666667,41.0,19.73,41.93333333,10.07,756.5833332999997,68.5,5.666666667,40.0,4.53,16,1,0,157.63953327088387,D
2016-03-25 16:20:00,500,0,22.5,40.79,20.245,43.495,24.53333333,38.26666667,20.1,37.9,19.39,48.09,10.93,37.83,21.23,33.59,22.56666667,40.86,19.7675,42.0,10.13,756.6666667000003,68.0,5.333333333,40.0,4.47,16,1,0,158.97130381274593,D
2016-03-25 16:30:00,640,0,22.5,40.65666667,20.23,43.32666667,24.29,38.09666667,20.1,37.72333333,19.39,48.09,10.8,41.23333333,21.29,33.59,22.63333333,40.66333333,19.76,42.0,10.2,756.75,67.5,5.0,40.0,4.4,16,1,0,154.33717118646325,D
2016-03-25 16:40:00,420,0,22.6,40.46666667,20.29,43.4,24.35666667,38.36333333,20.1,37.5675,19.39,48.09,10.93333333,39.7,21.32333333,33.33333333,22.76,40.53,19.79,42.0,10.27,756.8333332999997,67.0,4.666666667,40.0,4.33,16,1,0,152.52354153012863,D
2016-03-25 16:50:00,320,0,22.6,40.4,20.32333333,43.33333333,24.5,38.59,20.1,37.5,19.39,48.09,11.09,37.82666667,21.39,33.12666667,22.79,40.36333333,19.79,42.0,10.33,756.9166667000003,66.5,4.333333333,40.0,4.27,16,1,0,156.1683272927072,D
2016-03-25 17:00:00,300,0,22.6,40.26,20.32333333,43.2,24.56666667,38.53,20.1,37.36333333,19.42666667,48.12666667,10.63,35.02666667,21.39,32.86333333,22.85666667,40.29,19.79,41.96666667,10.4,757.0,66.0,4.0,40.0,4.2,17,1,0,159.20926446906793,D
2016-03-25 17:10:00,280,0,22.6,40.26,20.29,43.16333333,24.63333333,38.5,20.1,37.23,19.42666667,48.12666667,10.23333333,38.76333333,21.32333333,32.79,22.89,40.16333333,19.79,41.76666667,10.32,757.1166667,65.33333333,3.833333333,40.0,4.0,17,1,0,162.57442094256788,D
2016-03-25 17:20:00,330,10,22.6,40.29,20.29,42.96333333,24.82666667,38.63333333,20.1,37.2,19.39,48.06,9.96,40.09666667,21.29,32.66333333,22.96333333,39.96333333,19.79,41.7,10.23,757.2333332999997,64.66666667,3.666666667,40.0,3.8,17,1,0,192.629098855022,D
2016-03-25 17:30:00,240,0,22.6,40.29,20.29,42.49,25.13333333,38.79,20.1,37.2,19.46333333,48.06,9.763333333,41.63333333,21.29,32.5675,23.05,39.9,19.79,41.7,10.15,757.35,64.0,3.5,40.0,3.6,17,1,0,186.46580575638654,D
2016-03-25 17:40:00,170,0,22.7,40.62666667,20.35666667,42.15666667,25.2,38.59666667,20.1,37.09,19.5,48.06,9.63,42.16,21.23,32.43333333,23.13333333,39.9,19.76,41.56,10.07,757.4666667,63.33333333,3.333333333,40.0,3.4,17,1,0,197.3019520329504,D
2016-03-25 17:50:00,110,0,22.7,40.76,20.39,41.96666667,25.29,38.13333333,20.1,37.09,19.5,48.0,9.6,44.86,21.2,32.4,23.2,39.82666667,19.76,41.43333333,9.98,757.5833332999997,62.66666667,3.166666667,40.0,3.2,17,1,0,204.1441828114548,D
2016-03-25 18:00:00,470,30,22.79,40.6,20.46333333,41.96666667,25.23,37.72666667,20.1,37.25666667,19.6,47.86333333,9.733333333,42.86,21.2,32.32666667,23.23,39.7,19.79,41.2,9.9,757.7,62.0,3.0,40.0,3.0,18,1,0,262.8786465208833,D
2016-03-25 18:10:00,380,20,22.89,40.62666667,20.5,41.56333333,25.0,37.7,20.16666667,37.92333333,19.6,47.65666667,9.89,42.66,21.29,34.52666667,23.29,39.62666667,19.79,41.06666667,9.6,757.7666667000003,64.0,2.833333333,40.0,3.1,18,1,0,241.16250809707105,D
2016-03-25 18:20:00,330,20,22.89,40.5,20.56666667,41.23,25.13333333,38.36,20.23,38.46333333,19.6,47.43,9.795,39.4725,21.43,35.26666667,23.32333333,39.46666667,19.79,40.86333333,9.3,757.8333332999997,66.0,2.666666667,40.0,3.2,18,1,0,246.1548427204426,D
2016-03-25 18:30:00,340,20,23.0,40.5,20.7,41.26,25.32666667,38.5,20.29,38.59,19.66666667,47.29,9.563333333,40.03,21.53333333,35.56666667,23.39,39.32666667,19.79,40.65666667,9.0,757.9,68.0,2.5,40.0,3.3,18,1,0,249.17840692361378,D
2016-03-25 18:40:00,320,20,23.06666667,40.5,20.76,41.2,25.42666667,38.46666667,20.39,38.56,19.63333333,47.12666667,9.233333333,43.1,21.66666667,35.83333333,23.39,39.29,19.79,40.43,8.7,757.9666667,70.0,2.333333333,40.0,3.4,18,1,0,251.10110993976085,D
2016-03-25 18:50:00,510,0,23.13333333,40.46333333,20.79,41.16333333,25.56666667,38.32666667,20.39,38.5,19.7,47.06666667,8.9,45.56666667,21.73,36.0,23.39,39.43,19.79,40.15666667,8.4,758.0333333,72.0,2.166666667,40.0,3.5,18,1,0,211.88219773576787,D
2016-03-25 19:00:00,880,10,23.2,40.53,20.85666667,41.03,25.63333333,38.26,20.5,38.76666667,19.7,46.8,8.06,48.73,21.85666667,36.06,23.29,39.65666667,19.73,39.86333333,8.1,758.1,74.0,2.0,40.0,3.6,19,0,1,189.53798416368437,N
2016-03-25 19:10:00,440,0,23.23,42.9,20.89,40.99333333,25.7,38.06666667,20.5,39.3,19.66666667,46.66333333,7.533333333,50.65666667,21.89,35.96666667,23.35666667,39.86333333,19.79,39.73,8.0,758.1666667000003,73.33333333,1.833333333,40.0,3.4,19,0,1,203.2494384381111,N
2016-03-25 19:20:00,110,10,23.35666667,49.56666667,20.96333333,42.19333333,25.66666667,38.23,20.5,41.23,19.66666667,46.79666667,6.766666667000001,52.69333333,21.76333333,35.22666667,23.35666667,39.9,19.79,39.66333333,7.9,758.2333332999997,72.66666667,1.666666667,40.0,3.2,19,0,1,302.18748637073907,N
2016-03-25 19:30:00,110,10,23.5,48.23333333,21.1,43.595,25.6,38.23,20.56666667,43.03,19.7,47.39,6.2675,54.0925,21.56666667,34.6,23.29,39.5,19.79,39.4975,7.8,758.3,72.0,1.5,40.0,3.0,19,0,1,261.56622895423106,N
2016-03-25 19:40:00,130,10,23.5,47.43333333,21.13333333,43.86,25.46333333,38.23,20.6,44.19333333,19.7,47.69,5.796666667,55.36,21.42666667,34.13333333,23.29,39.3175,19.79,39.32666667,7.7,758.3666667,71.33333333,1.333333333,40.0,2.8,19,0,1,242.9966826489724,N
2016-03-25 19:50:00,110,10,23.6,45.13333333,21.2,43.93333333,25.32333333,38.36333333,20.625,44.295,19.7,48.06666667,5.396666667000001,56.16666667,21.39,33.72333333,23.29,39.36333333,19.79,39.29,7.6,758.4333333,70.66666667,1.166666667,40.0,2.6,19,0,1,204.33428989919423,N
2016-03-25 20:00:00,120,10,23.66666667,43.93333333,21.2,43.69333333,25.16666667,38.29,20.7,43.73333333,19.7,48.2,4.933333333,57.09333333,21.32333333,33.46333333,23.32333333,39.5,19.79,39.29,7.5,758.5,70.0,1.0,40.0,2.4,20,0,1,186.72380799920427,N
2016-03-25 20:10:00,130,0,23.6,42.83333333,21.2,43.3,25.03333333,38.29,20.7,42.69666667,19.7,48.06,4.66,58.29333333,21.2,33.2,23.39,39.43333333,19.73,39.26,7.13,758.6,72.66666667,1.0,38.16666667,2.52,20,0,1,153.27970807883673,N
2016-03-25 20:40:00,130,0,23.6,40.86666667,21.1,42.79333333,24.56666667,38.0,20.6,40.53,19.7,48.19666667,4.23,62.12333333,21.1,32.856,23.5,39.4,19.7,38.86,6.03,758.9,80.66666667,1.0,32.66666667,2.87,20,0,1,123.33796347598366,N
2016-03-25 21:00:00,110,0,23.6,40.73,21.0,43.56666667,24.35666667,37.9,20.5,39.65666667,19.76,48.63333333,3.966666667,63.09666667,20.96333333,32.66333333,23.6,39.2,19.7,38.53,5.3,759.1,86.0,1.0,29.0,3.1,21,0,1,110.85858669397618,N
